Year,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,GoalID,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2021,3801,Manhattan,"Washington Heights, Inwood & Marble Hill",MN Community District 12,3801,0.182,27257,0.193,0.076,0.028,0.023,0.681,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.680776876,Hispanic of Any Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-2.63244112681112,46,2.62653715598833,Bottom,Homeownership Opportunity,0.1538,46,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.5022,18,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,106,11,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.85:1,43,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,38.74,14,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.00521933317176194,19,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-0.89940891830289,32,4.65574173675389,Middle,Bank / Credit Union-To-Nonbank Ratio,9:1,11,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2,20,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.111,41,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 13.02%; Black or African American (non-Hispanic or Latino) 9.12%; Hispanic or Latino 7.71%; Other/No Information 21.43%; White (non-Hispanic or Latino) 48.72%,13,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.877,41,Percentage of residents with a bank or credit union account,Affordable Products,0.272727272727273,48,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.31,20,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,1.14616922048442,22,5.34819548745242,Middle,Ability To Borrow At Low Cost,0.4992143,39,Percentage of residents with a prime or better credit score,Housing Stability,a - 70.9%                                                 b - 29.1%,14,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.923,23,Percentage of residents with health insurance,Rent Burden,0.511,22,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.281,27,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,30,2,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,2.00669075054659,19,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-4.92007952647652,55,0,Bottom,Access To Groceries,158,30,Supermarket square footage per 100 residents,Child Care Capacity,0.591,36,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.26,55,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),717.680833333333,33,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.158117208585015,53,Percentage of median household income spent on transportation,Journey To Work Time,35.4,9,Average (mean) travel time to work in minutes,,,,,,,,
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,0.85759349017328,21,5.33376658638185,Middle,Job Training And Placement Support,24.5,10,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.488,30,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.624,29,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,32196.768,41,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.876811594202899,7,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.658,39,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.918,34,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.841,26,Percentage of adults with a high school degree or equivalent
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-6.44816686093284,38,3.01971294776118,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,32,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,55,,Goal 3: Access to Quality Jobs & Income Supports,,21,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,22,,Goal 5: Opportunities to Build Assets & Plan for the Future,,46,,,,,,,,,,,,,
2021,3802,Manhattan,"Hamilton Heights, Manhattanville & West Harlem",MN Community District 9,3802,0.199,26694,0.279,0.224,0.081,0.033,0.384,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,0.0285722397842543,24,4.80018171104725,Middle,Homeownership Opportunity,0.1419,47,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4774,26,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,104,13,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.73:1,45,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,32.37,17,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.00961267853373672,6,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-2.19547007800767,37,3.79852624465971,Middle,Bank / Credit Union-To-Nonbank Ratio,5:1,27,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.48,29,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.25,22,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 18.61%; Black or African American (non-Hispanic or Latino) 8.58%; Hispanic or Latino 6.58%; Other/No Information 16.23%; White (non-Hispanic or Latino) 50.00%,5,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.849,46,Percentage of residents with a bank or credit union account,Affordable Products,0.25,50,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.29,28,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,1.63733339523571,17,5.65365653578137,Top,Ability To Borrow At Low Cost,0.4312977,48,Percentage of residents with a prime or better credit score,Housing Stability,a - 79%                                                 b - 21%,9,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.918,32,Percentage of residents with health insurance,Rent Burden,0.466,11,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.232,11,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,105,12,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.373423820995318,33,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",0.826104232882254,23,6.33635519573153,Middle,Access To Groceries,142,33,Supermarket square footage per 100 residents,Child Care Capacity,0.736,11,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.114,24,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),605.21,16,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.144752451566611,49,Percentage of median household income spent on transportation,Journey To Work Time,37.6,12,Average (mean) travel time to work in minutes,,,,,,,,
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-0.185091192927834,31,4.8753108252852,Middle,Job Training And Placement Support,4.9,27,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.496,28,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.645,21,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,34209.066,36,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.762955854126679,30,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.779,22,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.89,44,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.843,25,Percentage of adults with a high school degree or equivalent
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,0.111448596966714,26,4.20171294481462,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,37,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,23,,Goal 3: Access to Quality Jobs & Income Supports,,31,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,17,,Goal 5: Opportunities to Build Assets & Plan for the Future,,24,,,,,,,,,,,,,
2021,3803,Manhattan,Central Harlem,MN Community District 10,3803,0.205,34463,0.151,0.545,0.039,0.032,0.233,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.544737562,"Black, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-4.86291462365302,53,0.80457841182137,Bottom,Homeownership Opportunity,0.0727,52,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4758,27,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,68,26,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.21:1,54,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,26.41,27,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.00514900613351973,20,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-4.89608704288577,49,2.01233684829419,Bottom,Bank / Credit Union-To-Nonbank Ratio,7:1,19,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.17,37,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.143,33,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 28.99%; Black or African American (non-Hispanic or Latino) 6.89%; Hispanic or Latino 10.14%; Other/No Information 15.15%; White (non-Hispanic or Latino) 38.84%,34,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.785,51,Percentage of residents with a bank or credit union account,Affordable Products,0.333333333333333,44,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.24,46,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,2.54712473073351,13,6.21946697023025,Top,Ability To Borrow At Low Cost,0.4544419,45,Percentage of residents with a prime or better credit score,Housing Stability,a - 79.9%                                                 b - 20.1%,7,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.92,28,Percentage of residents with health insurance,Rent Burden,0.495,17,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.239,13,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,38,4,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,3.05095123170659,14,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-1.63856608603701,40,3.61854677973474,Bottom,Access To Groceries,253,10,Supermarket square footage per 100 residents,Child Care Capacity,0.646,21,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.177,48,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),497.58,9,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.173121484488257,55,Percentage of median household income spent on transportation,Journey To Work Time,36,10,Average (mean) travel time to work in minutes,,,,,,,,
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,0.603657163579804,23,5.22211387510172,Middle,Job Training And Placement Support,39.8,4,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.43,40,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.532,53,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,32397.9977999999,40,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.833667334669339,13,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.939,4,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.95,18,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.769,42,Percentage of adults with a high school degree or equivalent
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-8.24678585826248,41,2.69561351492267,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,49,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,40,,Goal 3: Access to Quality Jobs & Income Supports,,23,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,13,,Goal 5: Opportunities to Build Assets & Plan for the Future,,53,,,,,,,,,,,,,
2021,3804,Manhattan,East Harlem,MN Community District 11,3804,0.234,22975,0.140,0.302,0.083,0.028,0.446,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,0.133422568321868,23,4.88582853589335,Middle,Homeownership Opportunity,0.388,23,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.3816,49,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,47,40,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,5.01:1,1,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,52.23,9,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",3.34475612241142,15,7.46283459395635,Top,Bank / Credit Union-To-Nonbank Ratio,8:1,15,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.52,13,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.125,36,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 14.87%; Black or African American (non-Hispanic or Latino) 1.27%; Hispanic or Latino 6.31%; Other/No Information 21.03%; White (non-Hispanic or Latino) 56.52%,14,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.975,2,Percentage of residents with a bank or credit union account,Affordable Products,0.380281690140845,40,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.42,1,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,5.02525046537585,7,7.76064387951544,Top,Ability To Borrow At Low Cost,0.8325893,2,Percentage of residents with a prime or better credit score,Housing Stability,a - 39.7%                                                 b - 60.3%,46,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.971,2,Percentage of residents with health insurance,Rent Burden,0.414,6,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.214,8,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,117,15,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.171203940901057,39,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",0.837909971942515,22,6.34937346301407,Middle,Access To Groceries,192,22,Supermarket square footage per 100 residents,Child Care Capacity,0.797,8,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.118,28,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),1452.76416666667,54,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.135208981269632,44,Percentage of median household income spent on transportation,Journey To Work Time,30.4,4,Average (mean) travel time to work in minutes,,,,,,,,
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,3.0732456282062,10,6.30796185723421,Top,Job Training And Placement Support,9.8,17,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.724,2,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.686,9,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,95584.155,1,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.808586762075134,17,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.354,54,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.64,54,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.968,1,Percentage of adults with a high school degree or equivalent
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,12.4145847562578,9,6.4186579772429,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,15,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,22,,Goal 3: Access to Quality Jobs & Income Supports,,10,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,7,,Goal 5: Opportunities to Build Assets & Plan for the Future,,23,,,,,,,,,,,,,
2021,3805,Manhattan,Upper East Side,MN Community District 8,3805,0.061,87724,0.732,0.026,0.114,0.027,0.101,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.732179402,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,2.05012830836482,14,6.45148658473848,Top,Homeownership Opportunity,0.3949,20,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4311,42,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,89,17,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,5.01:1,1,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,66.28,6,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.75456952416072,16,7.07248488595175,Top,Bank / Credit Union-To-Nonbank Ratio,10.8:1,9,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.13,18,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.093,46,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 12.85%; Black or African American (non-Hispanic or Latino) 1.63%; Hispanic or Latino 4.01%; Other/No Information 20.25%; White (non-Hispanic or Latino) 61.27%,7,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.951,13,Percentage of residents with a bank or credit union account,Affordable Products,0.288461538461538,47,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.41,4,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,5.63612573894705,6,8.14055473428774,Top,Ability To Borrow At Low Cost,0.7886821,5,Percentage of residents with a prime or better credit score,Housing Stability,a - 49.8%                                                 b - 50.2%,35,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.969,4,Percentage of residents with health insurance,Rent Burden,0.391,4,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.209,7,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,103,11,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.273980963056616,37,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",1.20532673260142,15,6.75452637804366,Top,Access To Groceries,185,25,Supermarket square footage per 100 residents,Child Care Capacity,0.866,2,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.134,33,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),1404.6025,51,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.131525298083526,35,Percentage of median household income spent on transportation,Journey To Work Time,31.7,6,Average (mean) travel time to work in minutes,,,,,,,,
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,4.31566392177872,6,6.85423805521779,Top,Job Training And Placement Support,8.3,19,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.673,7,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.678,11,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,74455.026,4,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.78030303030303,26,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.817,18,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.711,52,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.954,4,Percentage of adults with a high school degree or equivalent
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,15.9618142258527,6,7.05784563229968,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,16,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,15,,Goal 3: Access to Quality Jobs & Income Supports,,6,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,6,,Goal 5: Opportunities to Build Assets & Plan for the Future,,14,,,,,,,,,,,,,
2021,3806,Manhattan,Upper West Side & West Side,MN Community District 7,3806,0.095,85724,0.684,0.046,0.096,0.031,0.143,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.683551124,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
